,probe_id,gene_id,is_multiple,accession,gene_name,symbol
5013,215032_at,6239,0,AK022442,ras responsive element binding protein 1,RREB1
5014,215620_at,6239,0,AU147182,ras responsive element binding protein 1,RREB1
5015,216648_s_at,6239,0,AF072826,ras responsive element binding protein 1,RREB1
5016,216649_at,6239,0,AF072826,ras responsive element binding protein 1,RREB1
5017,217411_s_at,6239,0,AF072826,ras responsive element binding protein 1,RREB1
5018,203705_s_at,8324,0,AI333651,frizzled class receptor 7,FZD7
5019,203706_s_at,8324,0,NM_003507,frizzled class receptor 7,FZD7
5020,203707_at,10127,1,NM_005741,zinc finger protein 263,ZNF263
5021,203707_at,283876,1,NM_005741,long intergenic non-protein coding RNA 921,LINC00921
5022,203708_at,5142,0,NM_002600,phosphodiesterase 4B,PDE4B
5023,211302_s_at,5142,0,L20966,phosphodiesterase 4B,PDE4B
5024,215671_at,5142,0,AU144792,phosphodiesterase 4B,PDE4B
5025,203709_at,5261,0,NM_000294,phosphorylase kinase catalytic subunit gamma 2,PHKG2
5026,203710_at,3708,0,NM_002222,"inositol 1,4,5-trisphosphate receptor type 1",ITPR1
5027,211323_s_at,3708,0,L38019,"inositol 1,4,5-trisphosphate receptor type 1",ITPR1
5028,216944_s_at,3708,0,U23850,"inositol 1,4,5-trisphosphate receptor type 1",ITPR1
5029,203711_s_at,26275,0,NM_014362,3-hydroxyisobutyryl-CoA hydrolase,HIBCH
5030,213374_x_at,26275,0,AW000964,3-hydroxyisobutyryl-CoA hydrolase,HIBCH
5031,203712_at,9933,0,NM_014878,pumilio RNA binding family member 3,PUM3
5032,203713_s_at,3993,0,NM_004524,"LLGL2, scribble cell polarity complex component",LLGL2
5033,203714_s_at,6905,0,NM_003193,tubulin folding cofactor E,TBCE
5034,203715_at,6905,0,NM_003193,tubulin folding cofactor E,TBCE
5035,203716_s_at,1803,0,M80536,dipeptidyl peptidase 4,DPP4
5036,203717_at,1803,0,NM_001935,dipeptidyl peptidase 4,DPP4
5037,211478_s_at,1803,0,M74777,dipeptidyl peptidase 4,DPP4
5038,203718_at,10908,0,NM_006702,patatin like phospholipase domain containing 6,PNPLA6
5039,203719_at,2067,0,NM_001983,"ERCC excision repair 1, endonuclease non-catalytic subunit",ERCC1
5040,203720_s_at,2067,0,NM_001983,"ERCC excision repair 1, endonuclease non-catalytic subunit",ERCC1
5041,203721_s_at,51096,0,NM_016001,"UTP18, small subunit processome component",UTP18
5042,222038_s_at,51096,0,AA993099,"UTP18, small subunit processome component",UTP18
5043,203722_at,8659,0,NM_003748,aldehyde dehydrogenase 4 family member A1,ALDH4A1
5044,211552_s_at,8659,0,U24267,aldehyde dehydrogenase 4 family member A1,ALDH4A1
5045,203723_at,3707,0,NM_002221,inositol-trisphosphate 3-kinase B,ITPKB
5046,203724_s_at,22902,0,NM_014961,RUN and FYVE domain containing 3,RUFY3
5047,210251_s_at,22902,0,AF112221,RUN and FYVE domain containing 3,RUFY3
5048,213430_at,22902,0,BF224071,RUN and FYVE domain containing 3,RUFY3
5049,213437_at,22902,0,AA861784,RUN and FYVE domain containing 3,RUFY3
5050,213939_s_at,22902,0,AI871641,RUN and FYVE domain containing 3,RUFY3
5051,203725_at,1647,0,NM_001924,growth arrest and DNA damage inducible alpha,GADD45A
5052,203726_s_at,3909,0,NM_000227,laminin subunit alpha 3,LAMA3
5053,203727_at,6499,0,NM_006929,Ski2 like RNA helicase,SKIV2L
5054,203728_at,578,0,NM_001188,BCL2 antagonist/killer 1,BAK1
5055,203729_at,2014,0,NM_001425,epithelial membrane protein 3,EMP3
5056,203730_s_at,23660,0,BF196931,zinc finger with KRAB and SCAN domains 5,ZKSCAN5
5057,203731_s_at,23660,0,NM_014569,zinc finger with KRAB and SCAN domains 5,ZKSCAN5
5058,203732_at,9325,0,NM_016213,thyroid hormone receptor interactor 4,TRIP4
5059,203733_at,28955,0,NM_014015,Dexi homolog,DEXI
5060,203734_at,55810,0,NM_018416,forkhead box J2,FOXJ2
5061,203735_x_at,8496,0,N35896,PPFIA binding protein 1,PPFIBP1
5062,203736_s_at,8496,0,NM_003622,PPFIA binding protein 1,PPFIBP1
5063,214374_s_at,8496,0,AI962377,PPFIA binding protein 1,PPFIBP1
5064,214375_at,8496,0,AI962377,PPFIA binding protein 1,PPFIBP1
5065,203737_s_at,23082,0,NM_015062,"peroxisome proliferator-activated receptor gamma, coactivator-related 1",PPRC1
5066,203738_at,55322,0,AI421192,chromosome 5 open reading frame 22,C5orf22
5067,203739_at,7764,0,NM_006526,zinc finger protein 217,ZNF217
5068,203740_at,10200,0,NM_005792,M-phase phosphoprotein 6,MPHOSPH6
5069,203741_s_at,113,0,NM_001114,adenylate cyclase 7,ADCY7
5070,203742_s_at,6996,0,BF674842,thymine DNA glycosylase,TDG
5071,203743_s_at,6996,0,NM_003211,thymine DNA glycosylase,TDG
5072,203744_at,3149,0,NM_005342,high mobility group box 3,HMGB3
5073,203745_at,3052,0,AI801013,holocytochrome c synthase,HCCS
5074,203746_s_at,3052,0,NM_005333,holocytochrome c synthase,HCCS
5075,203747_at,360,0,NM_004925,aquaporin 3 (Gill blood group),AQP3
5076,39248_at,360,0,N74607,aquaporin 3 (Gill blood group),AQP3
5077,39249_at,360,0,AB001325,aquaporin 3 (Gill blood group),AQP3
5078,203748_x_at,5937,0,NM_016839,RNA binding motif single stranded interacting protein 1,RBMS1
5079,207266_x_at,5937,0,NM_016837,RNA binding motif single stranded interacting protein 1,RBMS1
5080,209868_s_at,5937,0,D28482,RNA binding motif single stranded interacting protein 1,RBMS1
5081,215127_s_at,5937,0,AL517946,RNA binding motif single stranded interacting protein 1,RBMS1
5082,203749_s_at,5914,0,AI806984,retinoic acid receptor alpha,RARA
5083,203750_s_at,5914,0,NM_000964,retinoic acid receptor alpha,RARA
5084,211605_s_at,5914,0,U41742,retinoic acid receptor alpha,RARA
5085,216300_x_at,5914,0,BE383139,retinoic acid receptor alpha,RARA
5086,203751_x_at,3727,0,AI762296,"JunD proto-oncogene, AP-1 transcription factor subunit",JUND
5087,203752_s_at,3727,0,NM_005354,"JunD proto-oncogene, AP-1 transcription factor subunit",JUND
5088,214326_x_at,3727,0,AI339541,"JunD proto-oncogene, AP-1 transcription factor subunit",JUND
5089,203753_at,6925,0,NM_003199,transcription factor 4,TCF4
5090,212382_at,6925,0,BF433429,transcription factor 4,TCF4
5091,212385_at,6925,0,AU118026,transcription factor 4,TCF4
5092,212386_at,6925,0,BF592782,transcription factor 4,TCF4
5093,212387_at,6925,0,BG495771,transcription factor 4,TCF4
5094,213891_s_at,6925,0,AI927067,transcription factor 4,TCF4
5095,222146_s_at,6925,0,AK026674,transcription factor 4,TCF4
5096,203754_s_at,2972,0,NM_001519,"BRF1, RNA polymerase III transcription initiation factor 90 kDa subunit",BRF1
5097,215676_at,2972,0,N91109,"BRF1, RNA polymerase III transcription initiation factor 90 kDa subunit",BRF1
5098,215677_s_at,2972,0,N91109,"BRF1, RNA polymerase III transcription initiation factor 90 kDa subunit",BRF1
5099,203755_at,701,0,NM_001211,BUB1 mitotic checkpoint serine/threonine kinase B,BUB1B
5100,203756_at,9828,0,NM_014786,Rho guanine nucleotide exchange factor 17,ARHGEF17
5101,203757_s_at,4680,0,BC005008,carcinoembryonic antigen related cell adhesion molecule 6,CEACAM6
5102,211657_at,4680,0,M18728,carcinoembryonic antigen related cell adhesion molecule 6,CEACAM6
5103,203758_at,1519,0,AV729484,cathepsin O,CTSO
5104,203759_at,6484,0,NM_006278,"ST3 beta-galactoside alpha-2,3-sialyltransferase 4",ST3GAL4
5105,215710_at,6484,0,AK021929,"ST3 beta-galactoside alpha-2,3-sialyltransferase 4",ST3GAL4
5106,203760_s_at,6503,0,U44403,Src-like-adaptor,SLA
5107,203761_at,6503,0,NM_006748,Src-like-adaptor,SLA
5108,203762_s_at,51626,0,NM_016008,dynein cytoplasmic 2 light intermediate chain 1,DYNC2LI1
5109,203763_at,51626,0,NM_016008,dynein cytoplasmic 2 light intermediate chain 1,DYNC2LI1
5110,203764_at,9787,0,NM_014750,DLG associated protein 5,DLGAP5
5111,203765_at,25801,0,NM_012198,grancalcin,GCA
5112,203766_s_at,25802,0,NM_012134,leiomodin 1,LMOD1
5113,211562_s_at,25802,0,BC001755,leiomodin 1,LMOD1
5114,203767_s_at,412,0,AI122754,"steroid sulfatase (microsomal), isozyme S",STS
5115,203768_s_at,412,0,AU138166,"steroid sulfatase (microsomal), isozyme S",STS
5116,203769_s_at,412,0,NM_000351,"steroid sulfatase (microsomal), isozyme S",STS
5117,203770_s_at,412,0,J04964,"steroid sulfatase (microsomal), isozyme S",STS
5118,203771_s_at,644,0,AA740186,biliverdin reductase A,BLVRA
5119,203772_at,644,0,U34877,biliverdin reductase A,BLVRA
5120,203773_x_at,644,0,NM_000712,biliverdin reductase A,BLVRA
5121,211729_x_at,644,0,BC005902,biliverdin reductase A,BLVRA
5122,203774_at,4548,0,NM_000254,5-methyltetrahydrofolate-homocysteine methyltransferase,MTR
5123,203775_at,10165,0,NM_014251,solute carrier family 25 member 13,SLC25A13
5124,203776_at,27238,0,NM_015698,G-patch domain and KOW motifs,GPKOW
5125,203777_s_at,6199,0,NM_003952,ribosomal protein S6 kinase B2,RPS6KB2
5126,203778_at,4126,0,NM_005908,mannosidase beta,MANBA
5127,203779_s_at,10205,0,NM_005797,myelin protein zero like 2,MPZL2
5128,203780_at,10205,0,AF275945,myelin protein zero like 2,MPZL2
5129,203781_at,9553,0,NM_004891,mitochondrial ribosomal protein L33,MRPL33
5130,203782_s_at,5442,0,NM_005035,RNA polymerase mitochondrial,POLRMT
5131,203783_x_at,5442,0,BF057617,RNA polymerase mitochondrial,POLRMT
5132,203784_s_at,55794,0,BG477502,DEAD-box helicase 28,DDX28
5133,203785_s_at,55794,0,NM_018380,DEAD-box helicase 28,DDX28
5134,214025_at,55794,0,AI922937,DEAD-box helicase 28,DDX28
5135,40255_at,55794,0,AC004531,DEAD-box helicase 28,DDX28
5136,203786_s_at,7164,0,NM_003287,tumor protein D52-like 1,TPD52L1
5137,210372_s_at,7164,0,AF208012,tumor protein D52-like 1,TPD52L1
5138,203787_at,23635,0,NM_012446,single stranded DNA binding protein 2,SSBP2
5139,210829_s_at,23635,0,AF077048,single stranded DNA binding protein 2,SSBP2
5140,203788_s_at,10512,0,AI962897,semaphorin 3C,SEMA3C
5141,203789_s_at,10512,0,NM_006379,semaphorin 3C,SEMA3C
5142,203790_s_at,10247,0,N54448,reactive intermediate imine deaminase A homolog,RIDA
5143,203791_at,1657,0,NM_005509,Dmx like 1,DMXL1
5144,203792_x_at,7703,0,BC004858,polycomb group ring finger 2,PCGF2
5145,203793_x_at,7703,0,NM_007144,polycomb group ring finger 2,PCGF2
5146,213551_x_at,7703,1,AI744229,polycomb group ring finger 2,PCGF2
5147,214239_x_at,7703,1,AI560455,polycomb group ring finger 2,PCGF2
5148,203794_at,8476,0,NM_014826,CDC42 binding protein kinase alpha,CDC42BPA
5149,213595_s_at,8476,0,AA127643,CDC42 binding protein kinase alpha,CDC42BPA
5150,214464_at,8476,0,NM_003607,CDC42 binding protein kinase alpha,CDC42BPA
5151,215296_at,8476,0,AK027000,CDC42 binding protein kinase alpha,CDC42BPA
5152,203795_s_at,605,0,NM_020993,BCL tumor suppressor 7A,BCL7A
5153,203796_s_at,605,0,AI950380,BCL tumor suppressor 7A,BCL7A
5154,203797_at,7447,0,AF039555,visinin like 1,VSNL1
5155,203798_s_at,7447,0,NM_003385,visinin like 1,VSNL1
5156,203799_at,9936,1,NM_014880,CD302 molecule,CD302
5157,203799_at,4065,1,NM_014880,lymphocyte antigen 75,LY75
5158,205668_at,4065,0,NM_002349,lymphocyte antigen 75,LY75
5159,203799_at,100526664,1,NM_014880,LY75-CD302 readthrough,LY75-CD302
5160,203800_s_at,63931,0,BG254653,mitochondrial ribosomal protein S14,MRPS14
5161,203801_at,63931,0,AA013164,mitochondrial ribosomal protein S14,MRPS14
5162,203802_x_at,55695,0,NM_018044,NOP2/Sun RNA methyltransferase family member 5,NSUN5
5163,213773_x_at,55695,0,AW248552,NOP2/Sun RNA methyltransferase family member 5,NSUN5
5164,203803_at,51449,0,N45309,prenylcysteine oxidase 1,PCYOX1
5165,203804_s_at,51747,0,NM_006107,LUC7 like 3 pre-mRNA splicing factor,LUC7L3
5166,208835_s_at,51747,0,AW089673,LUC7 like 3 pre-mRNA splicing factor,LUC7L3
5167,220044_x_at,51747,0,NM_016424,LUC7 like 3 pre-mRNA splicing factor,LUC7L3
5168,203805_s_at,2175,0,AW083279,Fanconi anemia complementation group A,FANCA
5169,203806_s_at,2175,0,NM_000135,Fanconi anemia complementation group A,FANCA
5170,215530_at,2175,0,BG484069,Fanconi anemia complementation group A,FANCA
5171,203807_x_at,1443,1,NM_020991,chorionic somatomammotropin hormone 2,CSH2
5172,207770_x_at,1443,1,NM_022644,chorionic somatomammotropin hormone 2,CSH2
5173,208341_x_at,1443,1,NM_022646,chorionic somatomammotropin hormone 2,CSH2
5174,208342_x_at,1443,1,NM_022645,chorionic somatomammotropin hormone 2,CSH2
5175,211739_x_at,1443,1,BC005921,chorionic somatomammotropin hormone 2,CSH2
5176,203808_at,208,0,M95936,AKT serine/threonine kinase 2,AKT2
5177,203809_s_at,208,0,AA769075,AKT serine/threonine kinase 2,AKT2
5178,211453_s_at,208,0,M77198,AKT serine/threonine kinase 2,AKT2
5179,203810_at,11080,0,BG252490,DnaJ heat shock protein family (Hsp40) member B4,DNAJB4
5180,203811_s_at,11080,0,NM_007034,DnaJ heat shock protein family (Hsp40) member B4,DNAJB4
5181,203812_at,6586,0,AB011538,slit guidance ligand 3,SLIT3
5182,203813_s_at,6586,0,NM_003062,slit guidance ligand 3,SLIT3
5183,216216_at,6586,0,AL122074,slit guidance ligand 3,SLIT3
5184,203814_s_at,4835,0,NM_000904,NAD(P)H quinone dehydrogenase 2,NQO2
5185,203815_at,2952,0,NM_000853,glutathione S-transferase theta 1,GSTT1
5186,203816_at,1716,0,NM_001929,deoxyguanosine kinase,DGUOK
5187,209549_s_at,1716,0,BC001121,deoxyguanosine kinase,DGUOK
5188,203817_at,2983,0,W93728,guanylate cyclase 1 soluble subunit beta,GUCY1B3
5189,211555_s_at,2983,0,AF020340,guanylate cyclase 1 soluble subunit beta,GUCY1B3
5190,203818_s_at,10946,0,NM_006802,splicing factor 3a subunit 3,SF3A3
5191,203819_s_at,115416,1,AU160004,mitochondrial assembly of ribosomal large subunit 1,MALSU1
5192,203819_s_at,10643,1,AU160004,insulin like growth factor 2 mRNA binding protein 3,IGF2BP3
5193,203820_s_at,10643,0,NM_006547,insulin like growth factor 2 mRNA binding protein 3,IGF2BP3
5194,216493_s_at,10643,0,AL023775,insulin like growth factor 2 mRNA binding protein 3,IGF2BP3
5195,203821_at,1839,0,NM_001945,heparin binding EGF like growth factor,HBEGF
5196,222076_at,1839,0,BE222436,heparin binding EGF like growth factor,HBEGF
5197,38037_at,1839,0,M60278,heparin binding EGF like growth factor,HBEGF
5198,203822_s_at,1998,0,NM_006874,E74 like ETS transcription factor 2,ELF2
5199,210361_s_at,1998,0,AF256223,E74 like ETS transcription factor 2,ELF2
5200,203823_at,5998,0,NM_021106,regulator of G-protein signaling 3,RGS3
5201,220300_at,5998,0,NM_017790,regulator of G-protein signaling 3,RGS3
5202,203824_at,7103,0,NM_004616,tetraspanin 8,TSPAN8
5203,203825_at,8019,0,NM_007371,bromodomain containing 3,BRD3
5204,212547_at,8019,0,N34842,bromodomain containing 3,BRD3
5205,213788_s_at,8019,0,AI701156,bromodomain containing 3,BRD3
5206,203826_s_at,9600,0,NM_004910,phosphatidylinositol transfer protein membrane associated 1,PITPNM1
5207,203827_at,55062,0,NM_017983,"WD repeat domain, phosphoinositide interacting 1",WIPI1
5208,213836_s_at,55062,0,AW052084,"WD repeat domain, phosphoinositide interacting 1",WIPI1
5209,203828_s_at,9235,0,NM_004221,interleukin 32,IL32
5210,203829_at,26610,0,NM_019040,elongator acetyltransferase complex subunit 4,ELP4
5211,203830_at,64149,0,NM_022344,chromosome 17 open reading frame 75,C17orf75
5212,203831_at,22864,0,NM_014925,R3H domain containing 2,R3HDM2
5213,203832_at,6636,0,NM_003095,small nuclear ribonucleoprotein polypeptide F,SNRPF
5214,203833_s_at,10618,0,BF061845,trans-golgi network protein 2,TGOLN2
5215,203834_s_at,10618,0,NM_006464,trans-golgi network protein 2,TGOLN2
5216,212040_at,10618,0,BG249599,trans-golgi network protein 2,TGOLN2
5217,212043_at,10618,0,W72053,trans-golgi network protein 2,TGOLN2
5218,203835_at,2615,0,NM_005512,leucine rich repeat containing 32,LRRC32
5219,203836_s_at,4217,0,D84476,mitogen-activated protein kinase kinase kinase 5,MAP3K5
5220,203837_at,4217,0,NM_005923,mitogen-activated protein kinase kinase kinase 5,MAP3K5
5221,203838_s_at,10188,0,AI146308,tyrosine kinase non receptor 2,TNK2
5222,203839_s_at,10188,0,NM_005781,tyrosine kinase non receptor 2,TNK2
5223,216439_at,10188,0,AK024904,tyrosine kinase non receptor 2,TNK2
5224,203840_at,8548,0,NM_003666,basic leucine zipper nuclear factor 1,BLZF1
5225,210462_at,8548,0,AF288161,basic leucine zipper nuclear factor 1,BLZF1
5226,32088_at,8548,0,U79751,basic leucine zipper nuclear factor 1,BLZF1
5227,203841_x_at,22924,0,BG222594,microtubule associated protein RP/EB family member 3,MAPRE3
5228,203842_s_at,22924,0,NM_012326,microtubule associated protein RP/EB family member 3,MAPRE3
5229,214270_s_at,22924,0,AI885178,microtubule associated protein RP/EB family member 3,MAPRE3
5230,203843_at,6197,0,AA906056,ribosomal protein S6 kinase A3,RPS6KA3
5231,203844_at,7428,0,NM_000551,von Hippel-Lindau tumor suppressor,VHL
5232,203845_at,8850,0,AV727449,lysine acetyltransferase 2B,KAT2B
5233,203846_at,22954,0,BC003154,tripartite motif containing 32,TRIM32
5234,203847_s_at,10270,0,AW341501,A-kinase anchoring protein 8,AKAP8
5235,203848_at,10270,0,AL050160,A-kinase anchoring protein 8,AKAP8
5236,203849_s_at,547,0,BG473130,kinesin family member 1A,KIF1A
5237,203850_s_at,547,0,NM_004321,kinesin family member 1A,KIF1A
5238,203851_at,3489,0,NM_002178,insulin like growth factor binding protein 6,IGFBP6
5239,203852_s_at,6606,1,NM_000344,"survival of motor neuron 1, telomeric",SMN1
5240,203852_s_at,6607,1,NM_000344,"survival of motor neuron 2, centromeric",SMN2
5241,203853_s_at,9846,0,NM_012296,GRB2 associated binding protein 2,GAB2
5242,203854_at,3426,0,NM_000204,complement factor I,CFI
5243,203855_at,22911,0,NM_014969,WD repeat domain 47,WDR47
5244,203856_at,7443,0,NM_003384,vaccinia related kinase 1,VRK1
5245,203857_s_at,10954,1,NM_006810,protein disulfide isomerase family A member 5,PDIA5
5246,203857_s_at,102465667,1,NM_006810,microRNA 7110,MIR7110
5247,203858_s_at,1352,0,NM_001303,"COX10, heme A:farnesyltransferase cytochrome c oxidase assembly factor",COX10
5248,203859_s_at,5064,0,NM_002579,paralemmin,PALM
5249,203860_at,5095,0,NM_000282,propionyl-CoA carboxylase alpha subunit,PCCA
5250,216533_at,5095,0,AL122056,propionyl-CoA carboxylase alpha subunit,PCCA
5251,203861_s_at,88,0,AU146889,actinin alpha 2,ACTN2
5252,203862_s_at,88,0,H16245,actinin alpha 2,ACTN2
5253,203863_at,88,0,W63731,actinin alpha 2,ACTN2
5254,203864_s_at,88,0,NM_001103,actinin alpha 2,ACTN2
5255,203865_s_at,104,0,NM_015833,"adenosine deaminase, RNA specific B1",ADARB1
5256,207999_s_at,104,0,NM_001112,"adenosine deaminase, RNA specific B1",ADARB1
5257,209979_at,104,0,AF001042,"adenosine deaminase, RNA specific B1",ADARB1
5258,203866_at,54475,0,AJ005257,notchless homolog 1,NLE1
5259,203867_s_at,54475,0,NM_018096,notchless homolog 1,NLE1
5260,203868_s_at,7412,0,NM_001078,vascular cell adhesion molecule 1,VCAM1
5261,203869_at,64854,0,AK024318,ubiquitin specific peptidase 46,USP46
5262,203870_at,64854,0,BE856374,ubiquitin specific peptidase 46,USP46
5263,219943_s_at,64854,0,NM_022741,ubiquitin specific peptidase 46,USP46
5264,203871_at,26168,0,NM_015670,SUMO1/sentrin/SMT3 specific peptidase 3,SENP3
5265,215113_s_at,26168,1,AK000923,SUMO1/sentrin/SMT3 specific peptidase 3,SENP3
5266,215114_at,26168,0,AK000923,SUMO1/sentrin/SMT3 specific peptidase 3,SENP3
5267,203872_at,58,0,NM_001100,"actin, alpha 1, skeletal muscle",ACTA1
5268,203873_at,6594,0,M88163,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 1",SMARCA1
5269,203874_s_at,6594,0,NM_003069,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 1",SMARCA1
5270,203875_at,6594,0,NM_003069,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 1",SMARCA1
5271,215294_s_at,6594,0,AK026426,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 1",SMARCA1
5272,203876_s_at,4320,0,AI761713,matrix metallopeptidase 11,MMP11
5273,203877_at,4320,0,NM_005940,matrix metallopeptidase 11,MMP11
5274,203878_s_at,4320,0,NM_005940,matrix metallopeptidase 11,MMP11
5275,213602_s_at,4320,0,AA401885,matrix metallopeptidase 11,MMP11
5276,203879_at,5293,0,U86453,"phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit delta",PIK3CD
5277,211230_s_at,5293,0,U57843,"phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit delta",PIK3CD
5278,203880_at,10063,1,NM_005694,"COX17, cytochrome c oxidase copper chaperone",COX17
5279,203880_at,64091,1,NM_005694,popeye domain containing 2,POPDC2
5280,219647_at,64091,0,NM_022135,popeye domain containing 2,POPDC2
5281,203881_s_at,1756,0,NM_004010,dystrophin,DMD
5282,207660_at,1756,0,NM_004019,dystrophin,DMD
5283,208086_s_at,1756,0,M92650,dystrophin,DMD
5284,203882_at,10379,0,NM_006084,interferon regulatory factor 9,IRF9
5285,220788_s_at,10379,1,NM_017999,interferon regulatory factor 9,IRF9
5286,203883_s_at,22841,0,BG249608,RAB11 family interacting protein 2,RAB11FIP2
